18th December 2010	5	7	13	33	37	39	44
15th December 2010	1	5	8	11	29	33	36
11th December 2010	2	7	13	17	27	41	8
8th December 2010	1	6	7	8	22	46	17
4th December 2010	9	12	16	24	25	38	31
1st December 2010	2	11	12	29	40	42	35
27th November 2010	4	13	23	24	37	47	45
24th November 2010	5	11	26	28	35	46	49
20th November 2010	1	10	13	23	41	43	39
17th November 2010	3	12	14	16	29	38	23
13th November 2010	5	15	27	35	38	47	23
10th November 2010	4	5	17	30	36	38	45
6th November 2010	2	20	29	33	40	44	25
3rd November 2010	10	11	16	19	28	40	8
30th October 2010	10	15	24	29	35	38	8
27th October 2010	2	16	20	23	33	43	6
23rd October 2010	2	13	21	22	40	44	37
20th October 2010	9	10	14	15	19	29	35
16th October 2010	20	28	32	36	42	46	21
13th October 2010	2	3	23	29	34	36	17
9th October 2010	1	8	15	36	38	49	16
6th October 2010	10	20	24	32	37	47	49
2nd October 2010	7	13	18	23	26	27	46
29th September 2010	1	7	19	31	35	44	36
25th September 2010	7	11	15	30	31	45	23
22nd September 2010	13	19	29	30	33	49	5
18th September 2010	1	14	17	19	40	42	30
15th September 2010	6	11	21	26	34	41	24
11th September 2010	3	9	11	13	27	45	5
8th September 2010	4	6	11	45	46	47	48
4th September 2010	11	13	17	18	20	45	41
1st September 2010	13	32	35	39	46	48	5
28th August 2010	1	4	7	25	30	45	6
25th August 2010	5	8	20	26	31	36	15
21st August 2010	7	10	15	26	36	41	21
18th August 2010	3	7	12	25	28	37	16
14th August 2010	9	20	22	23	26	44	5
11th August 2010	3	10	12	20	26	27	47
7th August 2010	10	14	18	41	42	47	16
4th August 2010	5	8	13	22	35	40	9
31st July 2010	1	35	38	40	47	48	29
28th July 2010	2	15	27	30	34	36	31
24th July 2010	3	6	26	32	43	49	29
21st July 2010	13	14	15	17	28	36	29
17th July 2010	24	26	28	37	43	48	8
14th July 2010	4	17	20	31	36	40	37
10th July 2010	13	14	16	28	34	42	26
7th July 2010	3	8	18	34	44	49	30
3rd July 2010	9	12	19	29	38	47	18
30th June 2010	4	14	24	26	34	43	1
26th June 2010	1	10	16	25	36	38	29
23rd June 2010	16	18	21	36	46	48	47
19th June 2010	11	18	27	29	32	39	1
16th June 2010	2	5	9	20	25	32	30
12th June 2010	3	11	14	20	41	47	9
9th June 2010	12	13	25	30	37	41	48
5th June 2010	30	31	32	34	36	49	9
2nd June 2010	15	19	30	31	34	37	7
29th May 2010	18	32	40	41	47	49	7
26th May 2010	12	13	33	43	46	49	48
22nd May 2010	7	8	19	23	30	46	4
19th May 2010	27	28	35	40	43	48	20
15th May 2010	3	5	8	15	33	35	14
12th May 2010	8	9	20	26	28	29	38
8th May 2010	4	10	21	39	45	48	12
5th May 2010	12	13	15	31	47	49	28
1st May 2010	4	7	10	22	25	33	49
28th April 2010	6	24	27	34	36	42	18
24th April 2010	3	10	14	36	38	40	23
21st April 2010	12	19	22	36	40	46	17
17th April 2010	4	11	12	25	42	43	44
14th April 2010	9	12	20	28	33	46	10
10th April 2010	7	9	23	25	27	41	15
7th April 2010	3	10	13	22	34	43	46
3rd April 2010	1	2	13	17	24	39	34
31st March 2010	27	28	33	37	48	49	5
27th March 2010	2	4	9	22	43	44	29
24th March 2010	5	19	27	32	44	46	25
20th March 2010	9	11	15	34	35	42	47
17th March 2010	5	6	21	38	42	45	46
13th March 2010	3	13	15	28	41	47	40
10th March 2010	8	12	28	30	38	48	2
6th March 2010	7	9	14	24	25	44	28
3rd March 2010	10	19	23	24	33	38	21
27th February 2010	4	6	14	23	25	36	27
24th February 2010	4	13	18	21	22	42	3
20th February 2010	13	15	18	20	23	26	17
17th February 2010	14	16	34	41	45	49	5
13th February 2010	1	9	23	28	37	39	12
10th February 2010	13	24	30	32	37	48	49
6th February 2010	4	12	14	15	21	23	13
3rd February 2010	9	24	29	35	37	40	21
30th January 2010	2	31	32	34	40	49	5
27th January 2010	14	17	19	21	40	42	26
23rd January 2010	29	35	36	38	41	43	47
20th January 2010	13	17	25	40	45	47	42
16th January 2010	12	21	25	30	41	43	48
13th January 2010	26	28	30	39	40	48	27
9th January 2010	7	9	10	27	28	40	42
6th January 2010	10	12	15	23	26	44	30
2nd January 2010	16	22	25	33	39	48	28
30th December 2009	5	9	23	30	34	36	24
26th December 2009	5	14	34	38	40	43	36
23rd December 2009	1	5	9	11	22	38	27
19th December 2009	12	15	19	41	42	49	48
16th December 2009	4	22	23	46	48	49	18
12th December 2009	16	20	26	31	38	49	42
9th December 2009	1	15	17	26	28	38	44
5th December 2009	8	10	14	22	28	29	2
2nd December 2009	2	4	24	25	47	48	44
28th November 2009	17	26	27	28	33	49	43
25th November 2009	5	10	16	19	33	47	24
21st November 2009	18	25	35	43	46	47	4
18th November 2009	2	4	13	24	30	42	9
14th November 2009	1	9	19	25	31	41	42
11th November 2009	1	19	23	24	25	43	5
7th November 2009	12	15	18	25	29	32	14
4th November 2009	2	7	8	18	20	37	12
31st October 2009	5	24	31	34	35	44	46
28th October 2009	18	26	32	34	43	44	37
24th October 2009	5	13	25	34	36	46	41
21st October 2009	2	11	29	32	48	49	34
17th October 2009	8	17	24	34	42	46	5
14th October 2009	4	17	19	22	24	46	30
10th October 2009	5	11	12	22	23	26	41
7th October 2009	2	4	12	24	36	38	16
3rd October 2009	14	19	27	32	45	49	34
30th September 2009	4	10	29	33	39	46	2
26th September 2009	5	6	14	18	30	35	2
23rd September 2009	4	8	11	12	34	43	22
19th September 2009	1	7	23	29	30	33	9
16th September 2009	6	17	36	41	42	49	1
12th September 2009	3	12	13	36	46	48	9
9th September 2009	3	6	17	27	28	44	43
5th September 2009	12	13	27	32	45	46	18
2nd September 2009	4	6	9	30	33	49	13
29th August 2009	9	10	26	29	32	37	12
26th August 2009	4	6	9	29	33	49	15
22nd August 2009	15	19	23	38	43	49	33
19th August 2009	5	6	22	23	25	27	32
15th August 2009	5	6	15	31	38	39	36
12th August 2009	7	10	31	32	42	47	30
8th August 2009	11	22	31	32	40	49	13
5th August 2009	2	5	12	31	34	48	44
1st August 2009	13	14	24	31	40	48	44
29th July 2009	3	23	29	37	44	45	39
25th July 2009	10	19	29	32	38	44	3
22nd July 2009	8	14	24	36	40	42	19
18th July 2009	2	4	15	39	45	49	37
15th July 2009	3	5	16	26	40	45	31
11th July 2009	9	11	18	23	29	40	26
8th July 2009	12	32	35	36	37	46	23
4th July 2009	1	14	23	27	32	44	48
1st July 2009	2	5	19	26	29	31	28
27th June 2009	5	15	28	31	32	45	11
24th June 2009	13	19	23	33	38	48	2
20th June 2009	4	5	19	28	31	38	34
17th June 2009	4	5	8	15	19	40	22
13th June 2009	1	15	20	30	41	48	10
10th June 2009	9	27	28	40	45	48	24
6th June 2009	11	12	18	21	30	37	1
3rd June 2009	5	6	14	30	38	39	34
30th May 2009	1	7	19	21	39	45	42
27th May 2009	3	4	24	26	29	49	13
23rd May 2009	7	8	15	24	27	32	34
20th May 2009	4	22	26	29	39	48	31
16th May 2009	16	17	23	27	30	45	39
13th May 2009	6	10	24	28	31	46	25
9th May 2009	14	19	23	31	34	39	24
6th May 2009	1	4	9	20	30	44	18
2nd May 2009	8	15	17	22	30	40	11
29th April 2009	8	20	22	29	33	49	48
25th April 2009	1	11	17	29	31	46	35
22nd April 2009	10	12	21	38	41	42	28
18th April 2009	4	5	21	33	42	47	24
15th April 2009	6	13	23	34	41	43	27
11th April 2009	5	6	7	11	17	34	48
8th April 2009	2	5	13	24	35	43	18
4th April 2009	17	20	22	37	40	48	33
1st April 2009	4	6	24	32	46	48	8
28th March 2009	6	10	33	39	40	48	43
25th March 2009	9	16	34	42	44	48	13
18th March 2009	11	27	29	33	34	44	36
14th March 2009	4	11	13	16	41	45	35
11th March 2009	2	18	20	23	24	48	30
7th March 2009	8	12	14	22	29	49	11
4th March 2009	7	15	23	25	27	40	43
28th February 2009	2	8	26	46	48	49	34
25th February 2009	5	11	26	31	36	39	4
21st February 2009	11	20	33	34	37	39	22
18th February 2009	11	17	34	37	41	49	5
14th February 2009	16	25	29	37	45	49	20
11th February 2009	1	6	17	19	41	42	31
7th February 2009	14	20	24	30	34	37	31
4th February 2009	15	16	22	31	43	44	32
31st January 2009	14	15	20	28	34	39	41
28th January 2009	1	6	20	22	24	46	36
24th January 2009	9	13	20	29	45	46	5
21st January 2009	8	32	34	39	43	48	25
17th January 2009	8	12	20	28	39	47	10
14th January 2009	20	35	36	37	39	49	38
10th January 2009	11	17	18	25	27	34	19
7th January 2009	10	13	19	35	39	41	4
3rd January 2009	4	13	17	25	36	48	28
31st December 2008	5	7	23	33	37	38	26
27th December 2008	6	10	20	23	45	47	11
24th December 2008	11	12	29	32	35	43	26
20th December 2008	4	7	8	10	47	48	6
17th December 2008	11	18	22	28	30	49	25
13th December 2008	4	15	34	36	43	47	9
10th December 2008	6	12	18	27	42	43	7
6th December 2008	4	8	29	37	40	48	45
29th November 2008	9	12	16	26	30	37	27
26th November 2008	11	33	34	42	43	48	7
22nd November 2008	9	21	28	37	44	49	19
19th November 2008	24	28	34	38	44	45	35
15th November 2008	8	9	12	16	19	21	47
12th November 2008	12	30	34	38	39	43	36
8th November 2008	2	3	19	28	36	45	39
5th November 2008	4	13	17	27	35	45	34
1st November 2008	18	25	33	40	42	49	19
29th October 2008	1	3	26	33	42	46	45
25th October 2008	4	9	25	26	41	46	40
22nd October 2008	8	9	12	20	42	45	39
18th October 2008	11	13	26	32	34	44	2
15th October 2008	7	9	15	21	38	40	13
11th October 2008	7	8	23	38	39	45	47
8th October 2008	4	13	19	32	40	45	28
4th October 2008	12	19	23	25	36	46	2
1st October 2008	2	8	22	29	34	48	47
27th September 2008	11	19	29	33	44	46	34
24th September 2008	10	27	36	40	42	43	37
20th September 2008	2	10	24	31	33	49	3
17th September 2008	7	9	17	23	27	32	22
13th September 2008	5	18	20	26	37	39	14
10th September 2008	2	15	25	31	38	49	48
6th September 2008	2	5	9	17	32	35	36
3rd September 2008	5	21	28	32	43	46	13
30th August 2008	2	26	29	36	37	45	31
27th August 2008	2	12	25	28	35	48	3
23rd August 2008	3	7	13	30	38	46	24
20th August 2008	3	6	9	27	28	36	45
16th August 2008	12	16	19	32	42	49	3
13th August 2008	1	16	28	29	39	45	23
9th August 2008	1	34	37	39	40	42	11
6th August 2008	10	18	22	26	34	38	39
2nd August 2008	2	9	26	44	47	49	34
30th July 2008	3	10	21	26	38	43	48
26th July 2008	2	6	20	23	38	45	24
23rd July 2008	7	9	25	35	40	48	1
19th July 2008	10	20	28	36	40	46	23
16th July 2008	3	10	16	17	25	39	19
12th July 2008	15	18	19	21	24	35	37
9th July 2008	2	25	28	40	45	46	34
5th July 2008	2	7	8	32	43	49	48
2nd July 2008	12	18	19	35	42	43	44
28th June 2008	4	16	20	23	28	44	32
25th June 2008	1	23	29	34	37	45	8
21st June 2008	6	7	14	16	17	27	32
18th June 2008	2	12	31	40	44	45	11
14th June 2008	6	9	14	18	42	44	36
11th June 2008	2	24	33	35	44	48	37
7th June 2008	27	29	33	36	46	48	24
4th June 2008	5	21	25	32	33	41	45
31st May 2008	2	9	11	22	34	35	26
28th May 2008	3	4	22	23	26	28	8
24th May 2008	3	16	22	39	42	49	28
21st May 2008	3	4	7	19	28	32	6
17th May 2008	5	21	35	38	47	48	45
14th May 2008	9	20	22	28	35	42	15
10th May 2008	13	15	17	26	34	48	25
7th May 2008	13	22	29	33	46	49	18
3rd May 2008	3	6	15	27	40	44	41
30th April 2008	3	6	19	23	39	43	14
26th April 2008	1	2	18	38	42	45	30
23rd April 2008	12	24	25	29	41	45	14
19th April 2008	5	27	30	32	46	49	9
16th April 2008	13	25	34	35	47	48	22
12th April 2008	1	13	23	35	38	42	22
9th April 2008	20	21	22	29	39	41	25
5th April 2008	16	18	21	27	36	43	44
2nd April 2008	2	5	8	20	21	33	11
29th March 2008	4	7	10	12	26	33	24
26th March 2008	1	6	15	27	33	40	46
22nd March 2008	5	6	10	25	36	38	7
19th March 2008	23	40	41	42	44	45	43
15th March 2008	3	9	11	19	30	39	20
12th March 2008	3	11	22	29	41	44	48
8th March 2008	11	12	13	16	46	48	28
5th March 2008	17	20	33	35	37	40	25
1st March 2008	3	7	9	28	31	43	2
27th February 2008	2	4	17	33	36	45	35
23rd February 2008	4	14	20	31	32	42	18
20th February 2008	1	6	8	38	39	40	31
16th February 2008	19	29	33	35	44	49	22
13th February 2008	14	24	26	29	41	46	22
9th February 2008	3	17	26	33	39	46	18
6th February 2008	2	4	11	30	34	47	42
2nd February 2008	7	11	13	34	46	47	9
30th January 2008	1	20	21	23	40	41	12
26th January 2008	1	5	11	37	44	47	36
23rd January 2008	6	10	13	20	32	37	34
19th January 2008	13	18	22	29	37	49	47
16th January 2008	7	15	34	39	41	49	22
12th January 2008	3	10	32	43	44	46	35
9th January 2008	5	22	25	30	45	46	41
5th January 2008	3	22	25	36	39	40	41
2nd January 2008	4	6	7	16	32	45	43
29th December 2007	7	13	16	24	35	42	1
26th December 2007	8	10	12	14	31	39	9
22nd December 2007	8	17	30	36	40	47	24
19th December 2007	6	9	15	32	37	48	38
15th December 2007	3	11	32	34	44	48	33
12th December 2007	6	24	31	32	34	39	22
8th December 2007	2	9	11	22	35	45	31
5th December 2007	1	2	23	29	30	42	12
1st December 2007	16	21	31	40	43	45	37
28th November 2007	7	13	27	37	40	46	11
24th November 2007	1	10	25	27	30	36	41
21st November 2007	2	10	13	15	28	41	38
17th November 2007	14	17	27	41	47	48	24
14th November 2007	3	15	24	25	40	44	39
10th November 2007	3	13	14	17	20	42	40
7th November 2007	4	12	24	25	37	49	33
3rd November 2007	8	23	33	40	46	49	37
31st October 2007	2	8	23	25	33	48	43
27th October 2007	12	13	17	34	40	47	9
24th October 2007	8	9	31	42	45	49	19
20th October 2007	7	8	13	26	32	35	41
17th October 2007	12	24	33	36	39	45	28
13th October 2007	1	26	30	32	39	47	21
10th October 2007	9	37	39	45	47	48	4
6th October 2007	5	15	30	35	41	48	6
3rd October 2007	3	17	18	24	31	32	42
29th September 2007	9	19	26	29	39	45	33
26th September 2007	21	25	32	35	40	47	6
22nd September 2007	5	8	12	15	39	47	40
19th September 2007	5	17	24	36	41	49	39
15th September 2007	9	39	40	43	46	48	24
12th September 2007	10	11	16	21	24	38	23
8th September 2007	3	8	16	20	24	25	23
5th September 2007	17	18	20	22	25	36	11
1st September 2007	11	17	18	28	31	46	42
29th August 2007	7	21	22	24	30	31	29
25th August 2007	9	19	31	35	39	42	1
22nd August 2007	2	7	18	32	36	43	22
18th August 2007	2	12	32	34	38	48	43
15th August 2007	3	16	22	27	28	32	5
11th August 2007	1	17	23	34	37	49	13
8th August 2007	2	15	28	41	42	46	3
4th August 2007	9	17	18	20	41	49	46
1st August 2007	7	21	23	37	43	48	35
28th July 2007	1	5	17	32	39	45	40
25th July 2007	8	11	12	18	40	42	17
21st July 2007	9	10	22	29	38	41	11
18th July 2007	2	3	18	31	38	46	17
14th July 2007	10	27	33	38	40	49	21
11th July 2007	4	14	21	29	36	41	46
7th July 2007	10	19	25	31	37	40	1
4th July 2007	20	25	26	39	42	44	10
30th June 2007	6	12	25	43	45	47	31
27th June 2007	7	14	17	19	34	37	11
23rd June 2007	7	20	24	37	43	49	21
20th June 2007	4	7	13	41	44	47	19
16th June 2007	3	15	31	33	43	48	24
13th June 2007	2	10	19	36	40	48	18
9th June 2007	10	20	25	41	44	46	6
6th June 2007	2	11	24	31	39	49	9
2nd June 2007	8	16	19	32	40	46	28
30th May 2007	3	16	20	27	34	35	38
26th May 2007	6	17	29	32	36	47	37
23rd May 2007	4	13	19	23	33	48	16
19th May 2007	8	16	33	37	40	42	35
16th May 2007	11	14	31	33	37	45	9
12th May 2007	5	7	13	27	45	47	11
9th May 2007	11	17	27	32	39	49	19
5th May 2007	1	23	26	28	33	40	10
2nd May 2007	22	24	32	33	37	41	46
28th April 2007	3	19	20	23	35	38	48
25th April 2007	3	6	12	19	24	29	40
21st April 2007	17	29	33	43	45	49	18
18th April 2007	14	22	25	30	44	48	1
14th April 2007	6	15	22	26	41	49	9
11th April 2007	6	10	21	24	38	48	26
7th April 2007	10	12	23	26	35	37	47
4th April 2007	5	16	21	25	40	48	31
31st March 2007	4	9	16	32	37	41	5
28th March 2007	7	20	24	25	29	45	36
24th March 2007	1	13	19	26	32	46	28
21st March 2007	3	7	26	30	33	46	32
17th March 2007	13	21	23	27	28	34	31
14th March 2007	12	19	22	34	46	47	36
10th March 2007	9	18	28	37	42	49	24
7th March 2007	7	9	21	29	31	47	12
3rd March 2007	3	21	27	37	43	44	9
28th February 2007	3	6	12	15	43	44	37
24th February 2007	4	6	15	33	38	40	13
21st February 2007	5	6	17	21	31	46	49
17th February 2007	13	20	31	36	43	46	19
14th February 2007	10	24	35	40	41	45	39
10th February 2007	8	13	23	37	41	42	26
7th February 2007	4	8	11	27	37	47	21
3rd February 2007	10	13	24	27	37	39	14
31st January 2007	2	6	9	11	14	37	25
27th January 2007	6	9	17	20	22	40	7
24th January 2007	6	11	20	26	34	35	2
20th January 2007	24	40	45	47	48	49	7
17th January 2007	5	7	9	30	39	40	25
13th January 2007	1	2	3	19	25	41	31
10th January 2007	9	16	19	41	46	49	4
6th January 2007	19	20	33	43	45	47	38
3rd January 2007	4	14	17	20	38	48	7
30th December 2006	10	14	18	40	45	49	1
27th December 2006	4	5	12	24	38	45	22
23rd December 2006	4	6	19	22	23	45	43
20th December 2006	2	9	12	29	33	37	46
16th December 2006	7	22	24	30	38	46	41
13th December 2006	8	11	22	27	33	36	1
9th December 2006	4	11	18	20	29	44	24
6th December 2006	2	6	12	18	22	29	4
2nd December 2006	8	32	33	43	46	49	1
29th November 2006	5	9	14	31	37	46	8
25th November 2006	1	18	20	23	41	47	37
22nd November 2006	3	8	14	28	31	39	32
18th November 2006	1	11	22	25	39	41	44
15th November 2006	5	8	34	37	44	47	24
11th November 2006	3	5	6	7	26	40	16
8th November 2006	3	4	20	38	42	48	34
4th November 2006	6	23	30	33	37	41	17
1st November 2006	2	18	24	25	30	40	45
28th October 2006	1	10	26	38	39	47	45
25th October 2006	9	33	37	38	42	49	31
21st October 2006	2	4	25	29	41	43	38
18th October 2006	6	18	25	34	45	49	41
14th October 2006	9	14	22	45	47	49	25
11th October 2006	8	12	24	30	34	35	47
7th October 2006	15	20	33	37	39	45	13
4th October 2006	12	13	22	26	37	45	14
30th September 2006	1	10	18	24	31	46	19
27th September 2006	15	23	38	40	41	49	2
23rd September 2006	6	11	19	20	32	39	38
20th September 2006	10	30	41	43	45	47	34
16th September 2006	5	13	14	29	39	40	34
13th September 2006	19	30	32	33	38	41	14
9th September 2006	13	22	31	32	34	48	26
6th September 2006	3	8	20	26	37	46	27
2nd September 2006	3	9	10	14	17	19	12
30th August 2006	1	9	15	26	29	32	46
26th August 2006	1	9	10	24	32	35	39
23rd August 2006	4	7	16	23	27	39	3
19th August 2006	9	10	19	43	47	49	29
16th August 2006	3	4	8	25	41	48	22
12th August 2006	3	10	21	23	33	44	43
9th August 2006	13	15	28	29	33	47	25
5th August 2006	2	13	19	25	30	32	40
2nd August 2006	6	26	27	33	41	42	24
29th July 2006	13	16	21	42	46	49	8
26th July 2006	3	7	15	38	43	47	32
22nd July 2006	2	6	9	20	43	44	46
19th July 2006	8	13	21	22	24	39	4
15th July 2006	13	17	21	33	41	42	38
12th July 2006	6	26	30	38	44	45	16
8th July 2006	11	14	29	33	42	44	7
5th July 2006	2	21	22	29	34	35	7
1st July 2006	11	19	36	41	46	49	38
28th June 2006	3	5	19	20	34	47	31
24th June 2006	2	20	26	29	37	45	17
21st June 2006	4	17	34	39	41	46	26
17th June 2006	11	14	20	25	31	36	48
14th June 2006	10	11	36	38	46	48	26
10th June 2006	18	23	32	34	41	46	49
7th June 2006	11	12	14	27	34	48	8
3rd June 2006	8	20	21	27	36	48	11
31st May 2006	11	14	34	40	42	43	6
27th May 2006	9	15	18	34	35	45	6
24th May 2006	1	15	18	19	29	37	5
20th May 2006	15	18	22	31	43	49	26
17th May 2006	9	19	20	24	36	48	10
13th May 2006	2	10	11	16	42	43	21
10th May 2006	3	17	36	44	45	48	8
6th May 2006	6	28	30	31	34	48	47
3rd May 2006	1	17	24	29	34	46	27
29th April 2006	4	29	35	40	43	45	9
26th April 2006	1	25	35	36	37	44	15
22nd April 2006	21	22	23	24	48	49	3
19th April 2006	3	7	16	18	29	49	32
15th April 2006	2	3	9	21	26	29	42
12th April 2006	11	14	15	29	31	47	19
8th April 2006	1	6	8	10	15	20	34
5th April 2006	10	19	20	35	36	38	26
1st April 2006	4	6	8	12	34	38	14
29th March 2006	1	14	23	35	47	49	5
25th March 2006	17	23	24	33	35	41	47
22nd March 2006	8	12	17	23	36	38	43
18th March 2006	1	6	31	37	44	45	19
15th March 2006	2	7	15	23	25	45	41
11th March 2006	12	13	19	20	21	29	38
8th March 2006	11	15	18	33	42	49	21
4th March 2006	7	28	35	40	42	48	46
1st March 2006	9	15	22	33	38	48	10
25th February 2006	7	9	13	23	26	47	28
22nd February 2006	8	26	31	35	36	47	24
18th February 2006	17	20	24	28	31	41	25
15th February 2006	12	13	15	32	40	43	47
11th February 2006	5	21	29	30	36	45	49
8th February 2006	19	29	33	40	46	48	34
4th February 2006	2	16	17	29	39	41	11
1st February 2006	2	12	14	41	42	43	20
28th January 2006	9	19	22	33	37	46	35
25th January 2006	7	14	20	21	42	45	18
21st January 2006	3	5	10	21	30	37	8
18th January 2006	3	8	9	20	22	35	4
14th January 2006	11	29	35	36	44	48	30
11th January 2006	12	35	36	43	44	45	46
7th January 2006	5	20	28	30	41	42	16
4th January 2006	6	21	33	42	43	46	25
31st December 2005	10	13	31	33	34	35	22
28th December 2005	6	7	10	29	42	44	25
24th December 2005	16	17	18	23	28	33	27
21st December 2005	4	9	25	27	31	33	44
17th December 2005	4	13	18	19	42	43	45
14th December 2005	4	19	24	31	35	43	7
10th December 2005	6	18	23	37	40	45	48
7th December 2005	2	8	12	19	23	41	49
3rd December 2005	16	19	21	25	35	45	24
30th November 2005	5	18	22	28	29	32	17
26th November 2005	15	21	31	35	41	46	22
23rd November 2005	4	6	10	17	33	49	37
19th November 2005	1	6	8	11	23	46	13
16th November 2005	11	14	36	40	43	45	25
12th November 2005	1	14	24	30	35	45	9
9th November 2005	7	30	36	39	42	49	9
5th November 2005	4	30	39	42	45	46	38
2nd November 2005	9	13	14	40	43	49	32
29th October 2005	4	14	19	25	26	49	21
26th October 2005	5	11	20	30	37	43	31
22nd October 2005	3	21	25	26	31	40	41
19th October 2005	11	19	33	35	39	40	32
15th October 2005	1	20	31	32	45	46	39
12th October 2005	11	15	23	34	35	36	28
8th October 2005	5	13	15	17	24	27	29
5th October 2005	1	12	15	16	21	35	40
1st October 2005	9	14	19	23	43	45	20
28th September 2005	4	11	21	27	38	41	36
24th September 2005	15	20	32	39	40	47	30
21st September 2005	15	17	24	26	34	35	8
17th September 2005	4	7	13	33	40	47	37
14th September 2005	2	6	18	25	30	32	11
10th September 2005	6	8	26	33	35	42	41
7th September 2005	2	3	16	37	45	49	22
3rd September 2005	8	12	22	37	42	46	24
31st August 2005	1	18	30	33	36	47	23
27th August 2005	2	32	39	42	45	46	49
24th August 2005	3	22	25	32	36	41	9
20th August 2005	4	14	17	23	26	38	47
17th August 2005	4	7	24	27	28	41	37
13th August 2005	10	17	21	40	44	45	39
10th August 2005	4	10	16	22	39	42	43
6th August 2005	6	22	28	36	41	48	24
3rd August 2005	4	5	6	10	23	35	18
30th July 2005	10	16	21	29	38	45	25
27th July 2005	8	19	22	30	34	47	18
23rd July 2005	12	22	25	30	33	38	17
20th July 2005	2	7	22	27	45	48	42
16th July 2005	14	22	23	32	43	49	34
13th July 2005	1	7	8	14	32	33	26
9th July 2005	3	8	10	23	26	28	22
6th July 2005	5	7	23	25	31	49	16
2nd July 2005	2	18	22	38	39	44	10
29th June 2005	19	42	43	44	46	47	26
25th June 2005	2	10	11	17	26	44	25
22nd June 2005	9	10	13	30	33	39	32
18th June 2005	5	6	7	36	38	46	20
15th June 2005	7	10	13	33	39	42	47
11th June 2005	3	4	11	28	30	45	16
8th June 2005	3	8	20	22	38	49	5
4th June 2005	11	16	18	19	21	23	41
1st June 2005	3	14	25	29	33	42	21
28th May 2005	6	12	17	28	37	46	11
25th May 2005	10	12	16	21	29	48	1
21st May 2005	1	21	23	27	40	45	38
18th May 2005	2	5	6	12	19	36	7
14th May 2005	5	11	20	23	27	28	42
11th May 2005	9	10	16	18	20	49	46
7th May 2005	6	26	28	30	33	34	49
4th May 2005	12	19	23	24	29	44	28
30th April 2005	10	11	18	21	32	42	19
27th April 2005	9	14	17	22	26	46	3
23rd April 2005	18	19	23	29	33	45	8
20th April 2005	8	9	12	20	45	48	39
16th April 2005	2	11	16	31	33	41	17
13th April 2005	11	12	23	29	30	40	9
9th April 2005	7	10	11	47	48	49	26
6th April 2005	7	8	24	28	29	40	12
2nd April 2005	4	12	24	25	38	41	11
30th March 2005	7	10	24	27	30	47	41
26th March 2005	2	19	27	32	41	43	24
23rd March 2005	1	14	32	33	37	40	7
19th March 2005	2	9	12	30	35	46	37
16th March 2005	8	10	18	19	25	41	34
12th March 2005	6	7	8	30	34	43	19
9th March 2005	4	10	11	18	23	34	49
5th March 2005	6	12	20	21	24	43	22
2nd March 2005	3	16	19	22	23	25	32
26th February 2005	4	12	22	37	43	49	8
23rd February 2005	5	8	10	32	48	49	29
19th February 2005	12	16	27	35	39	41	24
16th February 2005	4	5	17	18	34	38	1
12th February 2005	5	12	16	26	37	43	40
9th February 2005	10	15	21	23	28	37	41
5th February 2005	11	17	26	31	46	48	1
2nd February 2005	2	6	7	13	31	36	32
29th January 2005	4	24	26	37	41	43	11
26th January 2005	8	9	13	17	34	44	12
22nd January 2005	8	10	33	41	42	45	35
19th January 2005	2	5	18	21	34	43	36
15th January 2005	1	8	27	33	34	42	21
12th January 2005	1	13	21	34	36	42	8
8th January 2005	3	15	18	19	32	48	17
5th January 2005	1	2	30	36	42	43	23
1st January 2005	10	16	17	34	40	47	41
29th December 2004	6	11	21	37	40	46	35
25th December 2004	4	13	16	32	35	37	34
22nd December 2004	11	17	35	38	43	47	42
18th December 2004	3	18	27	32	37	40	42
15th December 2004	1	17	32	35	38	48	26
11th December 2004	2	9	40	43	47	48	39
8th December 2004	5	11	25	28	35	49	46
4th December 2004	16	24	26	30	39	42	6
1st December 2004	4	23	26	35	36	40	48
27th November 2004	12	15	30	38	47	48	27
24th November 2004	15	17	19	20	35	38	31
20th November 2004	28	30	38	44	45	48	18
17th November 2004	13	24	30	41	43	47	17
13th November 2004	4	6	7	17	31	36	27
10th November 2004	2	9	19	33	35	45	12
6th November 2004	1	6	16	34	37	41	12
3rd November 2004	10	18	19	37	43	48	12
30th October 2004	18	26	29	39	43	45	9
27th October 2004	29	30	33	34	37	46	47
23rd October 2004	1	8	13	24	27	43	36
20th October 2004	2	3	13	14	31	36	9
16th October 2004	1	3	11	40	42	48	35
13th October 2004	6	15	22	30	31	48	1
9th October 2004	16	23	33	35	43	49	6
6th October 2004	20	26	29	31	40	49	18
2nd October 2004	4	9	14	27	35	48	32
29th September 2004	10	12	14	27	34	36	26
25th September 2004	15	17	20	21	44	47	26
22nd September 2004	13	30	32	33	42	46	5
18th September 2004	7	11	15	39	42	48	40
15th September 2004	1	3	15	16	22	39	37
11th September 2004	7	10	21	29	32	43	27
8th September 2004	10	26	37	40	42	47	5
4th September 2004	2	4	5	44	46	47	3
1st September 2004	1	2	21	30	31	38	46
28th August 2004	17	19	23	24	28	38	12
25th August 2004	9	16	22	23	33	45	46
21st August 2004	28	30	31	37	39	46	34
18th August 2004	3	4	13	21	27	29	19
14th August 2004	13	29	31	36	37	42	25
11th August 2004	4	16	18	28	30	38	35
